sequence,frame,label,x_px,y_px,z_slice,voxel_count
02,40,221,348.0,476.0,9.0,9
02,40,222,560.0,860.0,11.0,9
02,40,223,545.0,872.0,10.0,9
02,40,224,573.0,844.0,11.0,9
02,40,225,591.0,841.0,10.0,9
02,40,226,542.0,811.0,11.0,9
02,40,227,571.0,818.0,9.0,9
02,40,228,812.0,977.0,7.0,9
02,40,229,791.0,944.0,8.0,9
02,40,230,638.0,926.0,11.0,9
02,40,231,633.0,888.0,8.0,9
02,40,232,427.0,757.0,11.0,9
02,40,233,526.0,848.0,11.0,9
02,40,234,503.0,858.0,10.0,9
